,"Aguascalientes, Real de Asientos","Aguascalientes, Calvillo","Aguascalientes, San Jose de Gracia","Baja California, Tecate","Baja California Sur, Todos Santos","Baja California Sur, Loreto","Campeche, Isla Aguada","Campeche, Palizada","Coahuila, Parras de la Fuente","Coahuila, Cuatro Cienegas","Coahuila, Arteaga","Coahuila, Viesca","Coahuila, Candela","Coahuila, Guerrero","Coahuila, Melchor Muzquiz","Colima, Comala","Chiapas, San Cristobal de las Casas","Chiapas, Comitan de Dominguez","Chiapas, Chiapa de Corzo","Chiapas, Palenque","Chihuahua, Creel","Chihuahua, Batopilas","Chihuahua, Casas Grandes","Durango, Mapimi","Durango, Nombre de Dios","Guanajuato, Dolores Hidalgo","Guanajuato, Mineral de Pozos","Guanajuato, Jalpa","Guanajuato, Salvatierra","Guanajuato, Yuriria","Guanajuato, Comonfort","Guerrero, Taxco","Hidalgo, Real del Monte","Hidalgo, Huasca de Ocampo","Hidalgo, Mineral del Chico","Hidalgo, Huichapan","Hidalgo, Tecozautla","Hidalgo, Zempoala","Hidalgo, Zimapan","Jalisco, Mazamitla","Jalisco, Tapalpa","Jalisco, Tequila","Jalisco, San Sebastian del Oeste","Jalisco, Lagos de Moreno","Jalisco, Mascota","Jalisco, Talpa de Allende","Jalisco, Ajijic","Jalisco, Tlaquepaque","Mexico, Malinalco","Mexico, Tepotzotlan","Mexico, Valle de Bravo","Mexico, El Oro","Mexico, Metepec","Mexico, Aculco","Mexico, Ixtapan de la Sal","Mexico, Teotihuacan y San Martin de las Piramides","Mexico, Villa del Carbon","Mexico, Tonatico","Michoacan, Cuitzeo","Michoacan, Patzcuaro","Michoacan, Sta. Clara del Cobre","Michoacan, Tlalpujahua","Michoacan, Angangueo","Michoacan, Tacambaro","Michoacan, Jiquilpan","Michoacan, Tzintzuntzan","Michoacan, Paracho","Morelos, Tepoztlan","Morelos, Tlayacapan","Nayarit, Jala","Nayarit, Sayulita","Nayarit, Compostela","Nayarit, Mexcaltitan","Nuevo Leon, Santiago","Nuevo Leon, Linares","Nuevo Leon, Bustamante","Oaxaca, Capulalpam de Mendez","Oaxaca, Huautla de Jimenez","Oaxaca, Mazunte","Oaxaca, San Pablo Villa de Mitla","Oaxaca, San Pedro y San Pablo Teposcolula","Oaxaca, Santa Catarina Juquila","Puebla, Cuetzalan del Progreso","Puebla, Zacatlan","Puebla, Pahuatlan","Puebla, Chignahuapan","Puebla, Cholula","Puebla, Tlatlauquitepec","Puebla, Xicotepec","Puebla, Atlixco","Puebla, Huahuchinango","Puebla, Tetela de Ocampo","Queretaro, Bernal","Queretaro, Jalpan de Serra","Queretaro, Cadereyta de Montes","Queretaro, Tequisquiapan","Queretaro, San Joaquin","Queretaro, Amealco de Bonfil","Quintana Roo, Bacalar","Quintana Roo, Isla Mujeres ","Quintana Roo, Tulum","San Luis Potosi, Real de Catorce","San Luis Potosi, Xilitla","San Luis Potosi, Santa María del Río","San Luis Potosi, Aquismón","Sinaloa, Cosala","Sinaloa, El Fuerte","Sinaloa, El Rosario","Sinaloa, Mocorito","Sonora, Alamos","Sonora, Magdalena de Kino","Tabasco, Tapijulapa","Tamaulipas, Mier","Tamaulipas, Tula","Tlaxcala, Huamantla","Tlaxcala, Tlaxco","Veracruz, Coatepec","Veracruz, Xico","Veracruz, Papantla","Veracruz, Orizaba","Veracruz, Zozocolco","Veracruz, Coscomatepec","Yucatan, Izamal","Yucatan, Valladolid","Yucatan, Mani","Yucatan, Sisal","Zacatecas, Jerez de Garcia Salinas","Zacatecas, Teul de Gonzalez Ortega","Zacatecas, Sombrerete","Zacatecas, Pinos","Zacatecas, Nochistlan","Zacatecas, Guadalupe"
"Puebla, Tetela de Ocampo",728.196,712.493,713.663,2901.296,1932.087,2209.977,966.681,932.451,1160.982,1270.436,1000.513,1254.372,1059.376,1250.626,1331.726,915.301,890.062,979.269,845.745,896.098,1870.429,1785.258,1913.541,1215.074,1013.556,505.37,461.831,586.376,464.315,497.438,445.604,357.28,172.154,146.763,189.075,291.63,311.565,161.366,286.391,714.604,842.992,783.383,967.892,592.565,919.99,917.129,736.283,714.118,328.288,250.858,374.369,356.207,294.993,304.331,349.327,186.414,286.274,352.024,466.356,534.15,544.595,361.773,387.044,580.988,668.499,527.357,593.798,284.887,268.651,854.925,1010.23,923.1,1034.456,866.775,772.177,1014.047,567.417,425.828,755.336,538.67,426.36,691.023,64.04,66.919,130.545,49.803,150.613,85.709,124.716,180.253,102.865,0.0,403.17,530.112,380.921,353.699,443.712,349.447,1356.216,1660.184,1566.485,815.466,478.355,531.839,495.6,1346.908,1668.908,1085.653,1515.582,1799.165,2259.945,861.628,1005.786,754.267,119.236,74.302,261.092,270.386,240.988,296.861,89.965,332.988,1404.01,1495.148,1345.198,1367.862,821.603,840.042,929.474,670.872,710.928,762.017
"Queretaro, Bernal",405.181,389.477,390.648,2586.894,1617.685,1895.575,1194.118,1159.888,835.958,945.412,675.489,929.348,895.872,1090.835,1006.702,600.899,1117.499,1206.706,1073.182,1123.535,1545.405,1460.234,1588.517,890.05,688.532,180.346,136.807,263.36,141.3,167.897,122.588,357.895,259.48,278.14,276.402,70.492,61.669,250.402,87.008,392.67,528.591,468.981,653.49,269.55,605.588,602.727,421.881,399.717,290.2,190.306,260.897,184.217,220.95,113.65,296.044,242.055,190.644,298.741,215.929,298.584,309.029,166.504,215.42,345.422,346.565,291.791,347.074,312.006,335.111,540.523,695.828,608.698,720.054,756.656,662.521,850.542,753.285,611.696,941.204,724.538,612.228,876.891,484.479,359.222,326.727,355.044,344.942,442.758,351.732,374.583,339.317,403.17,0.0,128.081,18.786,34.255,81.556,94.198,1543.627,1847.595,1753.896,488.5,211.499,204.874,253.784,1033.149,1355.149,771.894,1201.823,1485.406,1946.186,1049.039,903.013,427.302,356.133,324.134,496.891,506.184,471.15,484.272,454.091,520.399,1591.42,1682.558,1532.608,1555.273,494.638,526.283,602.508,343.907,389.182,435.052
"Queretaro, Jalpan de Serra",438.339,499.472,489.977,2633.278,1744.628,2022.517,1321.061,1286.831,739.799,849.253,579.33,833.189,799.713,994.676,910.543,727.841,1244.442,1333.649,1200.124,1250.478,1580.569,1495.397,1623.681,925.213,698.841,307.289,201.461,390.303,268.242,294.839,249.531,484.837,386.423,405.083,313.132,171.823,149.796,377.344,179.651,519.612,655.533,595.924,780.432,426.877,732.531,729.669,548.823,526.659,417.142,317.249,387.84,311.159,347.893,240.592,422.986,368.997,317.586,425.683,342.871,425.527,435.972,293.447,342.363,472.365,473.507,418.733,474.016,438.948,462.053,667.466,822.771,735.641,846.997,660.498,566.362,754.383,880.228,738.639,1068.147,851.481,739.171,1003.834,611.422,486.164,453.669,481.986,471.885,569.701,478.675,501.525,466.26,530.112,128.081,0.0,134.086,162.005,133.374,221.948,1671.377,1975.345,1881.646,395.916,83.714,261.132,125.999,1155.684,1477.683,899.644,1324.358,1607.94,2018.308,1176.789,810.429,271.113,483.884,451.884,624.641,633.935,598.9,612.022,581.841,648.149,1719.17,1810.309,1660.358,1683.023,517.233,676.634,625.103,373.148,516.932,457.647
"Queretaro, Cadereyta de Montes",419.403,403.7,404.87,2601.117,1631.908,1909.798,1171.869,1137.639,850.181,959.635,689.712,943.571,910.094,1105.057,1020.925,615.122,1095.25,1184.457,1050.932,1101.286,1559.628,1474.457,1602.74,904.273,702.755,194.569,151.03,277.583,155.523,182.119,136.811,335.645,237.231,255.891,206.648,65.338,39.252,228.152,73.071,406.893,542.813,483.204,667.713,283.773,619.811,616.95,436.104,413.939,267.95,168.057,238.648,161.967,198.701,91.4,273.794,219.805,168.394,276.491,230.151,312.807,323.252,167.534,192.782,359.645,360.787,306.014,361.297,289.756,312.861,554.746,710.051,622.921,734.277,770.879,676.744,864.765,731.036,589.447,918.955,702.289,589.979,854.642,462.23,336.972,304.477,332.794,322.693,420.509,329.483,352.333,317.068,380.921,18.786,134.086,0.0,30.634,64.998,109.033,1521.866,1825.834,1732.135,503.336,217.27,219.71,259.555,1047.985,1369.985,786.73,1216.659,1500.241,1961.021,1027.278,917.848,442.137,334.372,302.373,475.129,484.423,449.389,462.511,432.33,498.638,1569.659,1660.797,1510.847,1533.512,509.473,541.119,617.344,358.743,404.017,449.887
"Queretaro, Tequisquiapan",409.018,393.314,394.485,2590.731,1621.522,1899.412,1144.648,1110.417,839.795,949.249,679.326,933.185,899.709,1094.672,1010.539,604.736,1068.028,1157.236,1023.711,1074.065,1549.243,1464.071,1592.354,893.887,692.369,184.183,140.644,267.197,145.137,171.734,126.426,308.424,210.009,228.669,179.868,38.559,38.352,200.931,120.085,396.507,532.428,472.818,657.327,273.387,609.425,606.564,425.718,403.554,240.729,140.836,211.426,134.746,171.479,64.179,246.573,192.584,141.173,249.27,219.766,302.421,312.866,140.312,165.56,349.259,350.402,295.628,350.911,262.535,285.64,544.36,699.665,612.535,723.891,760.493,666.358,854.379,703.814,562.226,891.734,675.067,562.757,827.421,435.008,309.751,277.256,305.573,295.472,393.287,302.261,325.112,289.846,353.699,34.255,162.005,30.634,0.0,93.95,62.509,1494.463,1798.431,1704.732,494.124,246.673,210.498,288.958,1038.773,1360.773,777.518,1207.447,1491.029,1951.81,999.875,908.637,432.925,306.97,274.97,447.727,457.021,421.986,435.108,404.927,471.235,1542.256,1633.395,1483.444,1506.109,500.261,531.907,608.132,349.531,394.806,440.675
"Queretaro, San Joaquin",485.599,469.895,471.066,2667.312,1698.103,1975.993,1234.66,1200.43,916.376,1025.83,755.907,1009.766,976.29,1171.253,1087.12,681.317,1158.041,1247.249,1113.724,1164.078,1625.823,1540.652,1668.935,970.468,768.95,260.764,217.225,343.778,221.718,248.315,203.006,398.437,245.256,263.916,244.278,102.969,80.942,290.944,110.797,473.088,609.008,549.399,733.908,349.968,686.006,683.145,502.299,480.135,330.742,230.849,301.439,224.759,261.492,154.192,336.586,282.597,231.186,339.283,296.347,379.002,389.447,230.325,295.838,425.84,426.983,372.209,427.492,352.548,375.653,620.941,776.246,689.116,800.472,837.074,742.939,930.96,793.827,652.238,981.746,765.08,652.77,917.434,525.021,399.764,367.269,395.586,385.484,483.3,392.274,415.125,379.859,443.712,81.556,133.374,64.998,93.95,0.0,175.143,1584.433,1888.4,1794.701,569.445,216.785,285.819,259.07,1114.094,1436.094,852.839,1282.768,1566.351,2027.131,1089.844,983.958,403.403,396.939,364.94,537.696,546.99,511.955,525.078,494.897,561.204,1632.226,1723.364,1573.414,1596.078,575.583,607.228,683.453,424.852,470.127,515.997
"Queretaro, Amealco de Bonfil",406.091,390.388,391.558,2599.92,1630.711,1908.601,1140.395,1106.165,849.688,959.142,689.219,943.078,909.602,1104.565,1020.432,613.925,1063.776,1152.983,1019.459,1069.812,1554.785,1469.614,1597.897,899.43,697.912,194.076,150.537,264.271,142.21,168.807,123.499,303.853,205.757,224.417,222.679,70.469,94.815,196.679,152.862,413.229,541.616,482.007,666.516,270.46,618.614,615.753,434.907,412.743,236.158,136.583,206.855,80.529,166.909,40.499,242.002,188.332,136.92,244.699,164.98,232.774,243.219,73.188,132.371,279.612,367.123,225.981,292.422,258.283,281.388,553.549,708.854,621.724,733.08,770.386,676.251,864.272,699.562,557.973,887.481,670.815,558.505,823.168,430.756,305.498,273.004,301.32,291.219,389.035,298.009,320.86,285.594,349.447,94.198,221.948,109.033,62.509,175.143,0.0,1489.959,1793.927,1700.228,506.425,304.49,222.799,346.775,1047.578,1369.578,786.323,1216.252,1499.835,1960.615,995.371,920.938,445.226,302.466,270.466,443.223,452.517,417.482,430.604,400.423,466.731,1537.753,1628.891,1478.941,1501.605,505.561,540.712,613.096,368.023,381.903,445.975
"Quintana Roo, Bacalar",1866.331,1850.628,1851.799,4039.431,3070.223,3348.112,395.514,482.012,2299.118,2408.572,2138.648,2392.507,2164.603,2355.852,2469.861,2053.436,696.542,705.847,835.232,485.326,3008.565,2923.393,3051.677,2353.209,2151.692,1643.506,1599.967,1724.511,1602.451,1635.573,1583.739,1412.466,1351.258,1369.918,1368.18,1477.966,1502.311,1315.589,1458.845,1852.74,1981.128,1921.519,2106.027,1730.701,2058.125,2055.264,1874.418,1852.254,1417.666,1367.444,1461.257,1494.342,1381.881,1442.466,1428.647,1324.755,1392.494,1424.859,1604.491,1672.286,1682.731,1499.909,1507.001,1719.124,1806.635,1665.492,1731.934,1340.074,1328.156,1993.061,2148.366,2061.236,2172.592,1972.001,1877.403,2119.273,1121.925,1079.335,1231.501,1228.13,1304.957,1379.339,1283.412,1333.588,1391.914,1322.923,1217.247,1241.691,1384.436,1235.44,1362.584,1356.216,1543.627,1671.377,1521.866,1494.463,1584.433,1489.959,0.0,358.261,210.427,1964.88,1602.471,1681.254,1619.716,2496.322,2818.322,2235.067,2664.996,2948.579,3409.359,587.348,2121.039,1903.681,1232.351,1251.313,1157.327,1166.621,1281.618,1060.664,1344.723,1067.561,357.593,263.977,280.944,412.433,1971.017,1989.456,2078.888,1820.287,1860.342,1911.431
"Quintana Roo, Isla Mujeres ",2170.299,2154.596,2155.766,4343.399,3374.19,3652.08,661.985,851.146,2603.085,2712.539,2442.616,2696.475,2468.571,2659.82,2773.829,2357.404,1065.676,1074.98,1139.2,854.46,3312.533,3227.361,3355.644,2657.177,2455.659,1947.473,1903.934,2028.479,1906.418,1939.541,1887.707,1716.434,1655.226,1673.886,1672.148,1781.933,1806.279,1619.557,1762.813,2156.708,2285.096,2225.486,2409.995,2034.669,2362.093,2359.232,2178.386,2156.222,1721.634,1671.412,1765.225,1798.31,1685.849,1746.434,1732.615,1628.723,1696.462,1728.827,1908.459,1976.253,1986.699,1803.877,1810.969,2023.091,2110.602,1969.46,2035.901,1644.041,1632.124,2297.028,2452.333,2365.203,2476.559,2275.969,2181.371,2423.241,1425.892,1383.303,1535.468,1532.098,1608.925,1683.306,1587.38,1637.555,1695.882,1626.891,1521.215,1545.659,1688.404,1539.408,1666.552,1660.184,1847.595,1975.345,1825.834,1798.431,1888.4,1793.927,358.261,0.0,148.518,2271.555,1909.146,1987.929,1926.391,2802.997,3124.997,2541.742,2971.671,3255.254,3716.034,960.76,2427.714,2210.356,1539.026,1557.988,1464.002,1473.296,1588.293,1367.339,1651.398,1374.236,277.633,179.951,395.406,394.376,2277.692,2296.131,2385.563,2126.962,2167.017,2218.106
"Quintana Roo, Tulum",2076.6,2060.897,2062.068,4249.7,3280.491,3558.381,597.256,692.281,2509.386,2618.841,2348.917,2602.776,2374.872,2566.121,2680.13,2263.705,906.811,916.116,1045.501,695.595,3218.834,3133.662,3261.946,2563.478,2361.961,1853.775,1810.236,1934.78,1812.72,1845.842,1794.008,1622.735,1561.527,1580.187,1578.449,1688.234,1712.58,1525.858,1669.114,2063.009,2191.397,2131.788,2316.296,1940.97,2268.394,2265.533,2084.687,2062.523,1627.935,1577.713,1671.526,1704.611,1592.15,1652.735,1638.916,1535.024,1602.763,1635.128,1814.76,1882.554,1893.0,1710.178,1717.27,1929.393,2016.904,1875.761,1942.203,1550.342,1538.425,2203.33,2358.635,2271.505,2382.861,2182.27,2087.672,2329.542,1332.194,1289.604,1441.769,1438.399,1515.226,1589.608,1493.681,1543.857,1602.183,1533.192,1427.516,1451.96,1594.705,1445.709,1572.853,1566.485,1753.896,1881.646,1732.135,1704.732,1794.701,1700.228,210.427,148.518,0.0,2178.759,1816.35,1895.133,1833.595,2710.202,3032.202,2448.947,2878.876,3162.458,3623.239,801.228,2334.919,2117.561,1446.23,1465.192,1371.207,1380.501,1495.498,1274.544,1558.602,1281.441,209.82,102.356,295.004,326.562,2184.897,2203.336,2292.767,2034.166,2074.222,2125.311
"San Luis Potosi, Real de Catorce",403.085,468.802,400.643,2305.933,1547.076,1824.965,1606.414,1572.184,412.455,542.644,272.721,505.845,493.104,688.067,603.934,782.686,1529.795,1619.002,1485.477,1535.831,1253.225,1168.053,1296.337,597.869,483.062,379.428,371.411,468.81,522.129,512.84,432.14,770.191,671.776,690.436,688.697,528.841,529.283,662.697,573.748,650.915,710.378,646.892,831.401,398.028,783.499,780.638,603.668,577.627,702.495,602.602,673.193,596.512,633.246,525.945,708.339,654.35,602.939,711.036,535.739,618.395,628.84,557.485,598.024,665.233,604.81,611.602,633.869,724.301,747.406,718.434,873.739,786.609,897.965,353.889,259.753,447.774,1165.581,1023.992,1353.5,1136.834,1024.524,1289.187,896.775,771.517,739.022,767.339,757.238,855.054,764.028,786.878,751.613,815.466,488.5,395.916,503.336,494.124,569.445,506.425,1964.88,2271.555,2178.759,0.0,490.013,288.515,454.008,941.33,1263.33,917.652,1110.004,1393.587,1693.481,1464.401,504.237,241.577,771.496,739.497,912.253,921.547,736.037,899.635,758.817,935.761,2006.783,2097.921,1947.971,1970.635,355.122,514.523,410.75,346.737,512.683,319.996
"San Luis Potosi, Xilitla",528.68,589.813,580.318,2723.619,1914.786,2192.675,1244.005,1209.775,830.14,939.595,669.671,923.53,761.943,953.193,1000.884,901.876,1167.385,1256.593,1123.068,1173.422,1670.91,1585.738,1714.022,1015.555,789.183,390.707,284.879,473.721,351.661,378.257,332.949,568.256,271.595,264.777,294.346,255.241,233.214,307.147,211.803,603.031,829.567,766.082,950.59,517.218,902.688,899.827,722.858,696.817,500.56,400.667,471.258,394.577,431.311,324.01,506.404,452.415,401.004,509.101,426.289,508.945,519.39,376.865,425.781,555.783,556.925,502.152,557.434,522.366,545.472,837.624,992.929,905.799,1017.155,569.342,474.744,716.614,963.646,822.057,1151.565,934.899,822.589,1087.252,396.523,434.407,332.793,430.229,555.303,653.119,373.842,584.943,379.448,478.355,211.499,83.714,217.27,246.673,216.785,304.49,1602.471,1909.146,1816.35,490.013,0.0,406.611,43.666,1247.367,1569.367,1070.912,1416.042,1699.624,2109.992,1100.251,758.569,362.797,567.299,425.261,708.057,717.35,342.586,695.438,365.367,731.565,1642.632,1733.771,1583.82,1606.485,608.916,768.318,716.787,464.832,630.779,549.331
"San Luis Potosi, Santa María del Río",250.22,260.18,250.686,2390.799,1584.784,1862.674,1322.788,1288.558,628.643,738.097,468.174,722.033,688.557,883.52,799.387,571.874,1246.169,1335.376,1201.851,1252.205,1338.091,1252.919,1381.202,682.735,481.218,95.802,87.785,229.133,238.503,265.1,148.514,486.564,388.15,406.81,405.071,245.215,245.657,379.071,290.122,440.103,499.565,436.08,620.588,187.216,572.687,569.826,392.856,366.815,418.869,318.976,389.567,312.886,349.62,242.319,424.713,370.724,319.313,427.41,293.013,375.669,386.114,273.859,314.398,422.507,393.998,368.876,391.143,440.675,463.78,507.622,662.927,575.797,687.153,549.342,455.206,643.227,881.955,740.366,1069.874,853.208,740.898,1005.561,613.149,487.891,455.396,483.713,473.612,571.428,480.402,503.252,467.987,531.839,204.874,261.132,219.71,210.498,285.819,222.799,1681.254,1987.929,1895.133,288.515,406.611,0.0,369.759,931.162,1253.162,737.236,1099.836,1383.419,1770.98,1177.878,701.087,225.375,484.973,452.974,625.73,635.024,599.989,613.112,582.931,649.238,1720.26,1811.398,1661.448,1684.112,292.711,408.198,400.582,148.627,296.665,233.125
"San Luis Potosi, Aquismón",492.676,553.808,544.314,2687.614,1878.781,2156.671,1261.25,1227.02,794.136,903.59,633.667,887.526,725.939,917.188,964.88,865.871,1184.631,1273.838,1140.313,1190.667,1634.906,1549.734,1678.017,979.55,753.178,462.613,454.596,551.995,393.946,420.542,375.234,610.541,285.561,278.743,308.311,297.526,275.5,321.112,225.768,734.1,793.563,730.077,914.586,481.214,866.684,863.823,686.853,660.812,542.846,442.952,513.543,436.862,473.596,366.295,548.689,352.808,443.289,551.387,468.574,551.23,561.675,419.15,468.066,598.068,687.995,544.437,717.054,564.651,587.757,801.619,956.924,869.794,981.15,533.337,438.739,680.609,845.74,704.151,1033.659,816.993,704.683,969.346,413.768,451.652,455.368,447.474,437.397,497.385,391.087,467.037,396.693,495.6,253.784,125.999,259.555,288.958,259.07,346.775,1619.716,1926.391,1833.595,454.008,43.666,369.759,0.0,1211.363,1533.363,1034.908,1380.037,1663.62,2073.987,1114.966,722.565,326.792,517.32,476.849,548.372,557.666,357.301,576.708,380.082,641.198,1657.347,1748.486,1598.535,1621.2,572.912,732.313,680.783,428.828,594.774,513.326
"Sinaloa, Cosala",795.204,822.166,792.763,1677.808,708.599,986.489,2137.856,2103.626,808.837,883.042,920.818,727.909,1114.764,1260.918,1158.907,802.826,2061.237,2150.444,2016.92,2067.273,1210.457,642.456,1388.735,690.267,461.397,955.438,1031.748,812.389,958.681,931.93,950.84,1245.501,1203.218,1221.878,1220.14,1075.917,1073.932,1194.14,1118.397,734.587,730.518,577.289,649.662,815.965,745.998,743.137,679.182,637.277,1177.806,1134.562,1148.503,1033.61,1108.556,1071.177,1183.649,1186.31,1092.071,1186.347,900.848,957.342,967.787,1014.992,1021.082,1004.18,769.412,889.117,854.608,1233.555,1232.64,499.227,556.957,469.286,408.079,1018.42,1111.714,1089.809,1697.023,1555.434,1884.942,1668.276,1555.966,1820.629,1428.217,1302.96,1270.465,1298.782,1288.68,1386.496,1295.47,1318.321,1283.055,1346.908,1033.149,1155.684,1047.985,1038.773,1114.094,1047.578,2496.322,2802.997,2710.202,941.33,1247.367,931.162,1211.363,0.0,448.117,345.364,294.792,578.374,1039.154,1993.191,1165.707,1151.953,1300.285,1268.286,1441.042,1450.336,1415.302,1428.424,1398.243,1464.551,2535.572,2626.71,2476.76,2499.425,722.734,739.649,553.916,859.091,791.057,725.707
"Sinaloa, El Fuerte",1117.204,1144.166,1114.763,1311.792,429.236,709.343,2459.856,2425.626,1130.836,1205.042,1242.818,1049.909,1436.764,1582.918,1480.907,1124.826,2383.237,2472.444,2338.92,2389.273,311.493,194.851,1089.751,1012.267,783.397,1277.438,1353.748,1134.389,1280.681,1253.93,1272.84,1567.501,1525.218,1543.878,1542.14,1397.917,1395.932,1516.14,1440.397,1056.587,1052.517,899.289,971.662,1137.965,1067.998,1065.137,1001.182,959.277,1499.805,1456.562,1470.503,1355.61,1430.556,1393.176,1505.649,1508.31,1414.07,1508.347,1222.848,1279.342,1289.787,1336.992,1343.082,1326.18,1091.412,1211.117,1176.607,1555.555,1554.64,821.227,878.957,791.286,730.079,1340.42,1433.714,1411.808,2019.023,1877.434,2206.942,1990.276,1877.966,2142.629,1750.217,1624.959,1592.465,1620.782,1610.68,1708.496,1617.47,1640.321,1605.055,1668.908,1355.149,1477.683,1369.985,1360.773,1436.094,1369.578,2818.322,3124.997,3032.202,1263.33,1569.367,1253.162,1533.363,448.117,0.0,667.448,197.93,211.599,672.379,2315.275,1487.791,1474.038,1622.37,1590.37,1763.127,1772.421,1737.386,1750.508,1720.327,1786.635,2857.656,2948.795,2798.844,2821.509,1044.818,1061.734,876.0,1181.175,1113.142,1047.792
"Sinaloa, El Rosario",650.877,560.91,636.344,1897.016,927.808,1205.697,1876.601,1842.371,785.158,859.364,897.14,704.231,1091.086,1237.24,1135.229,541.571,1799.982,1889.189,1755.665,1806.018,1186.779,861.664,1365.056,666.589,437.719,694.183,770.493,551.134,697.426,669.987,689.585,984.246,941.963,960.623,958.885,814.662,812.677,932.885,857.142,473.332,469.262,316.034,388.407,554.71,484.743,481.882,417.927,376.022,916.55,873.307,887.248,772.355,847.301,809.921,922.394,925.055,830.815,925.092,639.593,696.087,706.532,753.737,759.827,742.925,508.157,627.862,593.352,972.3,971.385,237.972,295.702,208.031,146.824,994.742,1088.036,1066.13,1435.768,1294.179,1623.687,1407.021,1294.711,1559.374,1166.962,1041.704,1009.21,1037.527,1027.425,1125.241,1034.215,1057.066,1021.8,1085.653,771.894,899.644,786.73,777.518,852.839,786.323,2235.067,2541.742,2448.947,917.652,1070.912,737.236,1034.908,345.364,667.448,0.0,510.285,793.868,1254.648,1731.925,1137.911,890.688,1039.02,1007.021,1179.777,1189.071,1154.036,1167.159,1136.978,1203.285,2274.307,2365.445,2215.495,2238.159,637.316,478.384,526.12,681.33,529.792,701.789
"Sinaloa, Mocorito",963.878,990.84,961.437,1427.498,458.289,736.179,2306.53,2272.3,977.511,1051.716,1089.492,896.583,1283.438,1429.592,1327.581,971.5,2229.911,2319.118,2185.594,2235.948,508.788,392.146,1205.457,858.941,630.071,1124.112,1200.422,981.063,1127.355,1100.604,1119.514,1414.175,1371.892,1390.552,1388.814,1244.591,1242.606,1362.814,1287.071,903.261,899.192,745.963,818.336,984.639,914.672,911.811,847.856,805.951,1346.48,1303.236,1317.177,1202.284,1277.23,1239.851,1352.323,1354.984,1260.745,1355.021,1069.522,1126.016,1136.461,1183.666,1189.756,1172.854,938.086,1057.791,1023.282,1402.229,1401.314,667.901,725.631,637.96,576.753,1187.094,1280.388,1258.483,1865.697,1724.108,2053.616,1836.95,1724.64,1989.304,1596.891,1471.634,1439.139,1467.456,1457.354,1555.17,1464.144,1486.995,1451.729,1515.582,1201.823,1324.358,1216.659,1207.447,1282.768,1216.252,2664.996,2971.671,2878.876,1110.004,1416.042,1099.836,1380.037,294.792,197.93,510.285,0.0,327.626,788.406,2163.888,1336.404,1322.651,1470.982,1438.983,1611.74,1621.033,1585.999,1599.121,1568.94,1635.248,2706.269,2797.408,2647.457,2670.122,893.431,910.346,724.613,1029.788,961.755,896.405
"Sonora, Alamos",1247.461,1274.422,1245.019,1204.048,559.493,601.599,2590.113,2555.883,1261.093,1335.299,1373.075,1180.166,1567.021,1713.175,1611.164,1255.083,2513.494,2602.701,2469.177,2519.53,291.35,405.815,982.008,1142.524,913.654,1407.694,1484.005,1264.646,1410.938,1384.186,1403.097,1697.757,1655.475,1674.135,1672.396,1528.174,1526.188,1646.396,1570.654,1186.844,1182.774,1029.545,1101.919,1268.222,1198.255,1195.394,1131.438,1089.534,1630.062,1586.819,1600.759,1485.867,1560.813,1523.433,1635.906,1638.567,1544.327,1638.603,1353.104,1409.599,1420.044,1467.249,1473.339,1456.437,1221.668,1341.374,1306.864,1685.811,1684.896,951.484,1009.214,921.543,860.336,1470.677,1563.971,1542.065,2149.28,2007.691,2337.199,2120.533,2008.223,2272.886,1880.474,1755.216,1722.721,1751.038,1740.937,1838.753,1747.727,1770.577,1735.312,1799.165,1485.406,1607.94,1500.241,1491.029,1566.351,1499.835,2948.579,3255.254,3162.458,1393.587,1699.624,1383.419,1663.62,578.374,211.599,793.868,327.626,0.0,565.005,2445.048,1617.564,1603.811,1752.142,1720.143,1892.9,1902.193,1867.159,1880.281,1850.1,1916.408,2987.429,3078.568,2928.617,2951.282,1174.591,1191.506,1005.773,1310.948,1242.915,1177.565
"Sonora, Magdalena de Kino",1635.022,1735.202,1632.581,672.497,1020.273,687.092,3050.893,3016.663,1330.24,1404.446,1442.222,1249.313,1623.345,1376.361,1450.013,1715.863,2974.274,3063.481,2929.957,2980.31,854.458,866.595,414.625,1150.991,1374.434,1868.474,1855.817,1725.426,1871.718,1844.966,1863.877,2158.537,2116.255,2134.915,2133.177,1988.954,1986.969,2107.176,2031.434,1647.624,1643.554,1490.325,1562.699,1729.002,1659.035,1656.174,1592.218,1550.314,2090.842,2047.599,2061.54,1946.647,2021.593,1984.213,2096.686,2099.347,2005.107,2099.383,1813.884,1870.379,1880.824,1928.029,1934.119,1917.217,1682.448,1802.154,1767.644,2146.591,2145.676,1412.264,1469.994,1382.323,1321.116,1539.824,1633.118,1643.195,2610.06,2468.471,2797.979,2581.313,2469.003,2733.666,2341.254,2215.996,2183.501,2211.818,2201.717,2299.533,2208.507,2231.358,2196.092,2259.945,1946.186,2018.308,1961.021,1951.81,2027.131,1960.615,3409.359,3716.034,3623.239,1693.481,2109.992,1770.98,2073.987,1039.154,672.379,1254.648,788.406,565.005,0.0,2906.461,1645.608,1868.006,2213.556,2181.556,2354.313,2363.607,2328.572,2341.695,2311.513,2377.821,3448.843,3539.981,3390.031,3412.695,1543.569,1652.92,1467.187,1679.926,1704.328,1546.543
